canal,disposit,cdgtrn,cdgrpta,grupo_descrp_trxn,descrip_trxn,clasif_trxn,descripcion_grupo,descrip_cod_rpta,clasif_cod_rpta,grupo_modifcado,culpa_banco,producto_asociado
CANAL_5,DISPOSIT_4,1101.0,822.0,Eliminacion Fondo De Inversion Fiduciaria,Eliminacion Fondo De Inversion Fiduciaria,No Financiera,Eliminaciones,Numero De Cuenta Invalido,Tecnicamente Exitosa,Eliminaciones,NO,Inversiones
CANAL_4,DISPOSIT_9,105.0,0.0,Consulta De Recaudos,Consulta De Recaudos,No Financiera,Recaudos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,RECAUDOS
CANAL_1,DISPOSIT_2,530.0,69.0,Pago De Facturas,Pago sin Validacion de Base de datos App ALM,Financiera,Pago de facturas,Ha Superado El N.Mero M ximo De Pagos Permitidos Al Mes,Tecnicamente Exitosa,Pagos,NO,Ahorro a la mano
CANAL_2,DISPOSIT_11,465.0,321.0,Abono (Pago) Prestamos,Abono (Pago) Prestamos Desde Cuenta Corriente,Financiera,Pago de Prestamos,Pago No Realizado,No Exitosa,Pagos,NO,Creditos
CANAL_2,DISPOSIT_5,42.0,202.0,Pago De Facturas,Pago De Facturas De Servicios Personales,Financiera,Pago de facturas,Algunas De Las Autorizaciones No Se Pueden Eliminar,Tecnicamente Exitosa,Pagos,NO,Sin producto
CANAL_2,DISPOSIT_5,55.0,0.0,Regeneracion de Clave,Regeneracion De Segunda Clave,No Financiera,Claves,Transaccion Exitosa,Exitosa,Claves,NA,Sin producto
CANAL_2,DISPOSIT_5,64.0,0.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Transaccion Exitosa,Exitosa,Inscripciones,NA,Sin producto
CANAL_6,DISPOSIT_4,531.0,0.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Cta Ahorros
CANAL_5,DISPOSIT_4,140.0,0.0,Bloqueo De Tarjetas,Bloqueo De Tarjetas,No Financiera,Bloqueos tarjetas,Transaccion Exitosa,Exitosa,Bloqueos,NA,Tarjeta Debito
CANAL_5,DISPOSIT_4,117.0,0.0,Inscripcion Al Servicio De Alertas,Inscripcion Al Servicio De Alertas,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_4,DISPOSIT_9,539.0,0.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Inversiones
CANAL_4,DISPOSIT_9,234.0,0.0,Consulta De Giros Recibidos,Consulta De Giros Recibidos,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,remesas
CANAL_2,DISPOSIT_7,68.0,332.0,Consulta De Convenio,Consulta De Convenios Gde,No Financiera,Consultas / Movimientos / Extractos,Error De Comunicaciones,No Exitosa,Consultas / Movimientos / Extractos,SI,Sin producto
CANAL_2,DISPOSIT_13,957.0,0.0,Consultar Informacion Cliente (Consultar Historial),Consultar Informacion Cliente (Consultar Historial),No Financiera,Consulta de datos generales de clientes,Transaccion Exitosa,Exitosa,Consulta de datos generales de clientes,NA,Sin producto
CANAL_5,DISPOSIT_4,439.0,441.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta Corriente A Inversion Fiduciaria,Financiera,Transferencias de fondos,Fid: Error Horario Transferencias Transf A Cuentas,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_5,98.0,410.0,Paso A Operadora,Paso Operadora Con Segunda Clave -  Productos Clientes.,No Financiera,Paso Operadora,Fid: Monto De Retiro Superior Al Tope M xim,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_2,DISPOSIT_11,564.0,0.0,Consulta De Movimientos Deposito,Consulta Movimientos Cuenta Corriente,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Cta Corriente
CANAL_5,DISPOSIT_4,1538.0,30.0,Transferencias Cuenta Nequi,Transferencias Cuenta Nequi,Financiera,Transferencias de fondos,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Transferencias,NO,Nequi
CANAL_5,DISPOSIT_4,488.0,0.0,Inactivacion Cuentas,Inactivacion Cuenta Bancolombia,No Financiera,Eliminaciones,Transaccion Exitosa,Exitosa,Eliminaciones,NA,Sin producto
CANAL_2,DISPOSIT_7,561.0,59.0,Consulta De Facturas,Consulta De Facturas De Servicios Publicos,No Financiera,Consultas / Movimientos / Extractos,Supera El Valor Maximo De Traslado A Conavi Por Transaccion,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_5,DISPOSIT_4,327.0,5.0,Consulta De Inversion Virtual,Consulta De Inversion Virtual,No Financiera,Consultas / Movimientos / Extractos,Respuesta No Conocida,No Exitosa,Consultas / Movimientos / Extractos,SI,Inversiones
CANAL_2,DISPOSIT_10,64.0,501.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Cuenta beneficiaria ya esta inscrita,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_11,240.0,0.0,Bloqueo De Tarjetas,Bloqueo de TDC por extravio o robo,No Financiera,Bloqueos tarjetas,Transaccion Exitosa,Exitosa,Bloqueos,NA,TDC
CANAL_2,DISPOSIT_11,601.0,4.0,Consulta De Debitos,Consulta De Debitos,No Financiera,Consultas / Movimientos / Extractos,Cuenta No Autorizada A La Solicitud,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,418.0,565.0,Solicitud De Clave Para Cliente Filial,Solicitud De Clave Para Cliente Filial,No Financiera,Claves,Cliente No Existe En Archivo Cxref,No Exitosa,Claves,NO,Inversiones
CANAL_2,DISPOSIT_13,120.0,0.0,Registrar Alertas,Registrar Alertas,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_6,DISPOSIT_4,485.0,909.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Nit Beneficiario No V┴Lido,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_3,DISPOSIT_6,385.0,568.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,Validacion De Clave Fallida Por Session Key Erronea,No considerar,NA,NO,Sin producto
CANAL_1,DISPOSIT_12,900.0,52.0,Consulta De Movimientos Deposito,Consultar Ultimos 5 Movimientos,No Financiera,Consultas / Movimientos / Extractos,Clave No Valida,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_6,DISPOSIT_4,532.0,0.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta De Ahorros.,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,Cta Ahorros
CANAL_2,DISPOSIT_5,None,None,None,None,None,None,None,None,None,None,None
CANAL_2,DISPOSIT_8,165.0,844.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,"Al Preximo Intento No V┴Lido, Se Bloquea El Pin.",No Exitosa,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,446.0,0.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo,Financiera,Utilizacion de cupo de credito,Transaccion Exitosa,Exitosa,Utilizacion de cupo de credito,NA,Audioprestamo
CANAL_5,DISPOSIT_4,531.0,705.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_1,DISPOSIT_12,201.0,52.0,Validacion De Pertenencia De Cuenta,Validacion De Pertenencia De Cuenta,No Financiera,Validaciones de cuentas,Clave No Valida,Tecnicamente Exitosa,Validaciones,NO,Sin producto
CANAL_6,DISPOSIT_4,3300.0,115.0,Validacion codigo de seguridad,Validacion codigo de seguridad,No considerar,Claves,En este momento el sistema no esta disponible. Intente mas tarde,No Exitosa,NA,SI,Sin producto
CANAL_6,DISPOSIT_4,431.0,705.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta Corriente,Financiera,Pago de facturas,Supera Valor Maximo Personalizado,Tecnicamente Exitosa,Pagos,NO,Cta Corriente
CANAL_5,DISPOSIT_4,125.0,969.0,Actualizacion De Informacion,Actualizacion De Informacion Laboral,No Financiera,Actualizaciones,Cliente No Existe En Cvnam,No Exitosa,Actualizaciones,NO,Sin producto
CANAL_2,DISPOSIT_5,61.0,413.0,Consulta De Convenio,Consulta De Convenios Ivr,No Financiera,Consultas / Movimientos / Extractos,Fid: No Existen Encargos Para El Cliente,No Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_1,DISPOSIT_12,558.0,822.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Numero De Cuenta Invalido,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_4,DISPOSIT_9,301.0,70.0,Consulta De Saldo Deposito,Detalle Cuenta (Saldos + Movimiento),No Financiera,Consultas / Movimientos / Extractos,Timeout,No Exitosa,Consultas / Movimientos / Extractos,NO,Tarjeta Debito
CANAL_2,DISPOSIT_10,417.0,21.0,Autorizacion De Consulta Datacredito,Autorizacion De Consulta Datacredito,No Financiera,Autorizaciones,Referencia No Valida,Tecnicamente Exitosa,Autorizaciones,NO,Sin producto
CANAL_2,DISPOSIT_11,171.0,280.0,Consulta SVE Info Empresa,Consulta SVE Info Empresa,No Financiera,Token,Clave con numeros repetidos,Tecnicamente Exitosa,Token,NO,Token
CANAL_1,DISPOSIT_12,558.0,605.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Servicio Aun No Habilitado Intente Mas Tarde,No Exitosa,Transferencias,SI,Tarjeta Debito
CANAL_6,DISPOSIT_4,449.0,373.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta Corriente,Financiera,Transferencias de fondos,Fid: Fecha De Operaci N No V lida Para Retiro,No Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_11,564.0,8.0,Consulta De Movimientos Deposito,Consulta Movimientos Cuenta Corriente,No Financiera,Consultas / Movimientos / Extractos,Tarjeta No Autorizada A La Solicitud,No Exitosa,Consultas / Movimientos / Extractos,NO,Cta Corriente
CANAL_1,DISPOSIT_12,558.0,602.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Tu Cuenta No Esta Activa,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_13,174.0,0.0,Consulta Acceso De Emergencia,Consulta Acceso De Emergencia,No considerar,No considerar,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_2,DISPOSIT_13,428.0,7.0,Envidente para Cambio de Mecanismo OTP,Envidente para Cambio de Mecanismo OTP,No considerar,Claves,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),No Exitosa,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,453.0,0.0,Validaciones De Claves,Validaciones De Claves,No Financiera,Claves,Transaccion Exitosa,Exitosa,Validaciones,NA,Sin producto
CANAL_5,DISPOSIT_4,486.0,635.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Cuenta Beneficiaria No Valida,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_6,DISPOSIT_4,538.0,35.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Valor Transferencia Por Debajo De Tope Minimo Permitido,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_6,DISPOSIT_4,438.0,779.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,"Error, Cuenta Destino Debe Ser De Un Cliente Que Use Bancolombia App",Tecnicamente Exitosa,Transferencias,NO,Cta Corriente
CANAL_2,DISPOSIT_13,412.0,121.0,Bloqueo De Primera Clave,Bloqueo De Clave,No Financiera,Claves,Sistema No Disponible,No Exitosa,Bloqueos,SI,Sin producto
CANAL_6,DISPOSIT_4,638.0,643.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,"Trn Duplicada, Ya Ha Sido Transmitida",Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,539.0,0.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Inversiones
CANAL_2,DISPOSIT_11,607.0,0.0,Cambio de mecanismo a ODA,Cambio de mecanismo a ODA,No considerar,Claves,Transaccion Exitosa,Exitosa,NA,NA,Sin producto
CANAL_5,DISPOSIT_4,439.0,34.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta Corriente A Inversion Fiduciaria,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_11,538.0,32.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Cuenta Origen Tiene Bloqueos,Tecnicamente Exitosa,Transferencias,NO,Cta Ahorros
CANAL_5,DISPOSIT_4,369.0,25.0,Logueo Para Transacciones,Logueo Para Transacciones,No Financiera,Autenticacion,Consulta No Efectuada,No Exitosa,Autenticaciones,SI,Sin producto
CANAL_1,DISPOSIT_12,203.0,117.0,Vinculacion Ahorro A La Mano,Vinculacion Ahorro A La Mano,No Financiera,Validaciones de cuentas,Clave No Se Encuentra Activa,Tecnicamente Exitosa,Validaciones,NO,Ahorro a la mano
CANAL_1,DISPOSIT_2,558.0,115.0,Envio de Dinero,Envio de Dinero,Financiera,Transferencias de fondos,Se Genero Error En La Ejecucion De Comandos Sobre La Caja Atalla,No Exitosa,Transferencias,NO,Ahorro a la mano
CANAL_5,DISPOSIT_1,None,None,None,None,None,None,None,None,None,None,None
CANAL_5,DISPOSIT_4,122.0,0.0,Actualizacion De Informacion,Actualizacion De Informacion General,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_5,DISPOSIT_4,549.0,508.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta De Ahorros,Financiera,Transferencias de fondos,Fid:  Error Generico De Fondos Para Todo.,No Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_5,25.0,81.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Tasa No Valida,No Exitosa,Consultas / Movimientos / Extractos,NO,creditos
CANAL_4,DISPOSIT_9,376.0,0.0,Consulta Nombre Del Archivo Para Recibir Pagos,Consulta Nombre Del Archivo Para Recibir Pagos,No considerar,No considerar,Transaccion Exitosa,No Considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_13,328.0,1.0,Evidente para Enrolamiento OTP,Evidente para Enrolamiento OTP,No considerar,Claves,Documento De Identidad No Valido,No Exitosa,NA,NO,Sin producto
CANAL_4,DISPOSIT_9,1050.0,0.0,Consulta Nit Autorizados Trade,Consulta Nit Autorizados Trade,No Financiera,Consulta de datos generales de clientes,Transaccion Exitosa,Exitosa,Consulta de datos generales de clientes,NA,Sin producto
CANAL_2,DISPOSIT_5,1.0,0.0,Consulta De Saldo Deposito,Consulta De Saldo De Cuenta Corriente Principal,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Cta Corriente
CANAL_2,DISPOSIT_5,61.0,200.0,Consulta De Convenio,Consulta De Convenios Ivr,No Financiera,Consultas / Movimientos / Extractos,No Se Pudo Duplicar Archivo Wwwfftodis En La Qtemp,No Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_8,DISPOSIT_3,5600.0,888.0,Validacion OTP,Validacion OTP,No considerar,Claves,En este momento el sistema no esta disponible. Intente mas tarde,No Exitosa,NA,SI,Sin producto
CANAL_2,DISPOSIT_10,604.0,611.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,"Segunda Clave No Valida, Segundo Intento",No considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_10,0.0,74.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Clave Bloqueada Por Numero Maximo De Intentos No Validos,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_1,DISPOSIT_12,402.0,74.0,Consulta De Saldo Tarjetas,Consultar Saldo - Pago De Tarjeta De Credito,No Financiera,Consultas / Movimientos / Extractos,Clave Bloqueada Por Numero Maximo De Intentos No Validos,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,TDC
CANAL_1,DISPOSIT_2,138.0,31.0,Generacion De Pin Envio De Dinero,Generacion De Pin Envio De Dinero,No Financiera,Claves,Cuenta Destino No Permite Creditos,Tecnicamente Exitosa,Claves,NO,Ahorro a la mano
CANAL_1,DISPOSIT_12,201.0,32.0,Validacion De Pertenencia De Cuenta,Validacion De Pertenencia De Cuenta,No Financiera,Validaciones de cuentas,Cuenta Origen Tiene Bloqueos,Tecnicamente Exitosa,Validaciones,NO,Sin producto
CANAL_1,DISPOSIT_12,438.0,991.0,Transferencias de Fondos,Transferencia De Fondos Entre Cuentas Bancolombia,Financiera,Transferencias de fondos,Clave Bloqueada,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_5,50.0,210.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,Valor De La Factura No Valido,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_5,DISPOSIT_4,750.0,793.0,Actualizacion Topes Banco,Actualizacion Topes Banco,No Financiera,Consulta de datos generales de clientes,No Puede Crear Archivo Destino,No Exitosa,Consulta de datos generales de clientes,SI,Sin producto
CANAL_1,DISPOSIT_12,558.0,30.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_1,DISPOSIT_12,558.0,31.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Cuenta Destino Tiene Bloqueos,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_5,49.0,360.0,Activacion Tarjetas De Credito,Activacion Tarjetas De Credito,No Financiera,Activaciones,Tipo de vivienda no valido,No Exitosa,Activaciones,NO,TDC
CANAL_3,DISPOSIT_6,604.0,599.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No Financiera,Claves,Segunda Clave Bloqueada Por Seguridad Bancaria,Tecnicamente Exitosa,Validaciones,NO,Sin producto
CANAL_5,DISPOSIT_4,121.0,0.0,Actualizar Datos De Inscripcion,Actualizar Datos De Inscripcion,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_2,DISPOSIT_11,2004.0,0.0,Consultar Debito Automatico,Consultar Debito Automatico,No Financiera,Consulta de datos generales de clientes,Transaccion Exitosa,Exitosa,Consulta de datos generales de clientes,NA,Tarjeta Debito
CANAL_4,DISPOSIT_9,350.0,0.0,Inscripcion De Cuentas,Inscripcion De Cuentas Con Archivo Plano,No Financiera,Inscripciones,Transaccion Exitosa,Exitosa,Inscripciones,NA,Sin producto
CANAL_2,DISPOSIT_5,65.0,61.0,Eliminacion Cuentas,Eliminacion Cuentas Bancolombia,No Financiera,Eliminaciones,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Eliminaciones,SI,Sin producto
CANAL_5,DISPOSIT_4,438.0,44.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,Traslado No Efectuado,No Exitosa,Transferencias,NO,Cta Corriente
CANAL_4,DISPOSIT_9,375.0,0.0,Envio De Archivo De Pagos,Envio De Archivo De Pagos,Financiera,Pagos,Transaccion Exitosa,Exitosa,Pagos,NA,Sin producto
CANAL_5,DISPOSIT_4,549.0,441.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta De Ahorros,Financiera,Transferencias de fondos,Fid: Error Horario Transferencias Transf A Cuentas,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_10,0.0,318.0,Paso A Operadora,Paso A Operadora Con Clave,No Financiera,Paso Operadora,Nip Incorrecto,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
CANAL_1,DISPOSIT_12,558.0,606.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Servicio No Habilitado Comunicate Con El Banco,No Exitosa,Transferencias,SI,Tarjeta Debito
CANAL_4,DISPOSIT_9,351.0,0.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Terceros,No Financiera,Inscripciones,Transaccion Exitosa,Exitosa,Inscripciones,NA,Sin producto
CANAL_6,DISPOSIT_4,1537.0,0.0,Inscripcion en APP o SVP cuenta Nequi,Inscripcion en APP o SVP cuenta Nequi,No considerar,Inscripciones,Transaccion Exitosa,Exitosa,NA,NA,Nequi
CANAL_1,DISPOSIT_2,558.0,0.0,Envio de Dinero,Envio de Dinero,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Ahorro a la mano
CANAL_4,DISPOSIT_9,345.0,0.0,Consulta Y Pagos Prestamos,Consulta Y Pagos Prestamos,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Creditos
CANAL_5,DISPOSIT_4,485.0,918.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Cuenta No Pertenece A Due#O Enviado,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_10,418.0,21.0,Solicitud De Clave Para Cliente Filial,Solicitud De Clave Para Cliente Filial,No Financiera,Claves,Referencia No Valida,Tecnicamente Exitosa,Claves,NO,Inversiones
CANAL_4,DISPOSIT_9,112.0,451.0,Consulta Archivos Pendientes,Consulta Archivos Pendientes,No Financiera,Intercambio de archivos Cliente/Banco,No Existen Archivos Para Recibir Del Banco,Tecnicamente Exitosa,Intercambio de archivos Cliente/Banco,NO,Sin producto
